UDID,Headline_Alt,Destination_URL,Destination_name,Internal_Destination,Internal_Destination_UDID
D1016,Opposition process,https://www.ipaustralia.gov.au/tools-and-research/forms/notice-of-intention-to-oppose,the forms,No,Null
D1016,Opposition process,https://manuals.ipaustralia.gov.au/trademark,Trade Marks Manual of Practice and Procedure,No,Null
D1016,Opposition process,https://search.ipaustralia.gov.au/trademarks/search/quick,Australian Trade Mark Search (ATMS),No,Null
D1016,Opposition process,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-registration-trade-mark,Challenge the registration of a trade mark | IP Australia First Response,Yes,Null
D1016,Opposition process,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip,How to challenge someone else's IP | IP Australia,No,Null
D1016,Opposition process,https://www.ipaustralia.gov.au/tools-and-research/forms,Forms,No,Null
D1016,Opposition process,https://ipfirstresponse.ipaustralia.gov.au/options/monitor-trade-mark-register-and-market-competitor-activity,IP First Response | Monitoring Competitors' IP,Yes,Null
Dxxxx,,https://ipfirstresponse.ipaustralia.gov.au/infringement-101,what infringement can look like,Yes,Null
Dxxxx,,https://ipfirstresponse.ipaustralia.gov.au/options/copyright-infringement,Copyright infringement | IP Australia First Response,Yes,Null
Dxxxx,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3952303,"Weatherall K and Webster E (2010) 'Patent infringement in Australia: Results from a survey', Federal Law Review, 38, 21-70, 40",No,Null
Dxxxx,,http://www.artslaw.com.au/services/legal-query-form/,www.artslaw.com.au/services/legal-query-form/,No,Null
Dxxxx,,https://www.artslaw.com.au/product/copyright-infringement-letter-of-demand/,template letter of demand,No,Null
Dxxxx,,http://www.copyright.org.au/legal-advice/,www.copyright.org.au/legal-advice/,No,Null
Dxxxx,,/options/provide-opportunity-other-party-stop-infringing,informal contact,No,Null
Dxxxx,,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
Dxxxx,,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
Dxxxx,,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action,What To Consider Before Taking Legal Action | IP Australia,No,Null
Dxxxx,,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone Is Using My IP | IP Australia,No,Null
Dxxxx,,https://www.ipaustralia.gov.au/news-and-community/webinars/updated-advanced-trade-marks-enforcement,Advanced Trade Marks: Enforcement | IP Australia,No,Null
Dxxxx,,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
E1022,Free tools ,https://www.ipaustralia.gov.au/tools-resources/trade-mark-check,https://www.ipaustralia.gov.au/tools-resources/trade-mark-check,No,Null
E1022,Free tools ,https://ipfirstresponse.ipaustralia.gov.au/,https://ipfirstresponse.ipaustralia.gov.au,Yes,Null
E1022,Free tools ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
E1022,Free tools ,https://www.ipaustralia.gov.au/patents/search-patents,https://www.ipaustralia.gov.au/patents/search-patents,No,Null
E1022,Free tools ,https://search.ipaustralia.gov.au/trademarks/search/quick,https://search.ipaustralia.gov.au/trademarks/search/quick,No,Null
E1022,Free tools ,https://search.ipaustralia.gov.au/designs/search/quick,https://search.ipaustralia.gov.au/designs/search/quick,No,Null
E1022,Free tools ,https://www.ipaustralia.gov.au/plant-breeders-rights/search-plant-breeders-rights,https://www.ipaustralia.gov.au/plant-breeders-rights/search-plant-breeders-rights,No,Null
E1022,Free tools ,https://www.wipo.int/branddb/en/,https://www.wipo.int/branddb/en/,No,Null
E1022,Free tools ,https://patentscope.wipo.int/,https://patentscope.wipo.int,No,Null
E1022,Free tools ,https://www.lens.org/,https://www.lens.org,No,Null
C1004,Reinforce your right,https://ipfirstresponse.ipaustralia.gov.au/options/obtain-legal-advice-help-manage-your-ip,engage third-party services,Yes,Null
C1004,Reinforce your right,https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks,What are trade marks? | IP Australia,No,Null
C1004,Reinforce your right,https://business.gov.au/marketing-and-advertising,Marketing and advertising | business.gov.au,No,Null
B1000,Letter of demand,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-IP,IP legal professional,No,Null
B1000,Letter of demand,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Trans-Tasman IP Attorney registry,No,Null
B1000,Letter of demand,https://abr.business.gov.au/,ABN lookup tool,No,Null
B1000,Letter of demand,/options/choose-not-respond-immediately,Choose not to respond immediately,No,Null
B1000,Letter of demand,/options/de-escalate-and-resolve-disputes-informally,personally respond,No,Null
B1000,Letter of demand,https://ipfirstresponse.ipaustralia.gov.au/options/obtain-legal-advice-your-situation,speak to an IP lawyer or IP attorney,Yes,Null
B1000,Letter of demand,https://www.accc.gov.au/consumers/stay-protected/checking-a-business-is-genuine,misleading or sent in bad faith,No,Null
B1000,Letter of demand,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action,without going to court.,No,Null
B1000,Letter of demand,https://ipfirstresponse.ipaustralia.gov.au/options/ceasing-use-contested-ip,agree to stop the alleged conduct,Yes,Null
B1000,Letter of demand,https://ipfirstresponse.ipaustralia.gov.au/options/ADR,"alternative dispute resolution process, such as mediation",Yes,Null
B1000,Letter of demand,https://ipfirstresponse.ipaustralia.gov.au/options/evaluate-situation-deciding-what-do,Evaluate the situation before deciding what to do | IP Australia First Response,Yes,Null
B1000,Letter of demand,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone is using my IP | IP Australia,No,Null
E1012,Complaints,https://ipfirstresponse.ipaustralia.gov.au/options/what-can-i-do-if-i-disagree-ip-australias-examination-decision,What can I do if I disagree with IP Australia's examination decision? | IP Australia First Response,Yes,Null
E1012,Complaints,https://www.ipaustralia.gov.au/about-us/contact-us,contact channels,No,Null
E1012,Complaints,https://www.ombudsman.gov.au/complaints/how-to-make-a-complaint,the Commonwealth Ombudsman,No,Null
E1012,Complaints,https://www.ipaustralia.gov.au/feedback-form,Feedback form | IP Australia,No,Null
E1012,Complaints,https://www.apsc.gov.au/working-aps/integrity/integrity-resources/code-of-conduct,APS Code of Conduct | Australian Public Service Commission,No,Null
E1025,Protecting your business,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,the Trans-Tasman IP Attorneys Board register,No,Null
E1025,Protecting your business,https://www.lawsociety.com.au/register-of-solicitors,Register of Solicitors | The Law Society of NSW,No,Null
E1025,Protecting your business,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/opposition-hearings,Online Services,No,Null
E1025,Protecting your business,https://www.scamwatch.gov.au/,Scamwatch,No,Null
E1025,Protecting your business,https://www.cyber.gov.au/report-and-recover/report,ReportCyber,No,Null
E1025,Protecting your business,https://ipfirstresponse.ipaustralia.gov.au/options/report-scam-fraud-or-risk-public-interest,"Report a scam, fraud or risk to public interest | IP Australia First Response",Yes,Null
E1025,Protecting your business,"https://www.ipaustralia.gov.au/about-us/doing-business-with-us/fraud-and-corruption/scams-related-to-managing-ip-rights#:~:text=false%20and%20confusing%20information, create%20a%20sense%20of%20urgency",Scams related to managing IP Rights | IP Australia,No,Null
E1025,Protecting your business,https://www.ipaustralia.gov.au/about-us/doing-business-with-us/fraud-and-corruption/identifying-unofficial-invoices-and-registers,Identifying unofficial invoices and registers | IP Australia,No,Null
E1025,Protecting your business,https://www.ipaustralia.gov.au/about-us/doing-business-with-us/fraud-and-corruption,Fraud and corruption | IP Australia,No,Null
E1025,Protecting your business,https://www.ipaustralia.gov.au/manage-my-ip,Manage my IP | IP Australia,No,Null
E1025,Protecting your business,https://www.qls.com.au/register-of-solicitors,Register of Solicitors,No,Null
E1001,Business names,https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy,*IP First Response feedback form*,No,Null
E1001,Business names,mailto:IPFirstResponse@IPAustralia.gov.au?subject=Feedback%20on%20IP%20First%20Response,*emailing us*,No,Null
E1001,Business names,https://www.asic.gov.au/for-business-and-companies/business-names/register-a-business-name/,Register a business name | ASIC,No,Null
E1001,Business names,https://www.asic.gov.au/for-business-and-companies/companies/register-a-company/,Register a company | ASIC,No,Null
E1001,Business names,https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks,What are trade marks? | IP Australia,No,Null
E1001,Business names,mailto:ipfirstresponse@ipaustralia.gov.au,email,Yes,Null
D1012,IP attorney or lawyer,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Trans-Tasman IP Attorney Board,No,Null
D1012,IP attorney or lawyer,https://www.ipaustralia.gov.au/understanding-ip/types-of-ip,Learning more about IP,No,Null
D1012,IP attorney or lawyer,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0,Trans-Tasman IP Attorneys Board directory: Find an IP attorney or firm | Trans-Tasman IP Attorneys Board.,No,Null
D1012,IP attorney or lawyer,https://www.lawsociety.com.au/register-of-solicitors,The Law Society of NSW,No,Null
D1012,IP attorney or lawyer,https://www.liv.asn.au/legalhelp,Law Institute Victoria,No,Null
D1012,IP attorney or lawyer,https://www.youandthelaw.com.au/,Queensland Law Society,No,Null
D1012,IP attorney or lawyer,https://lawsocietywa.asn.au/services/find-a-lawyer/,The Law Society of Western Australia,No,Null
D1012,IP attorney or lawyer,https://www.lawsocietysa.asn.au/PseudoCode/Radius_Search.aspx,The Law Society of South Australia,No,Null
D1012,IP attorney or lawyer,https://www.lst.org.au/find-a-lawyer/,The Law Society of Tasmania,No,Null
D1012,IP attorney or lawyer,https://www.actlawsociety.asn.au/find-a-lawyer,The Law Society of the ACT,No,Null
D1012,IP attorney or lawyer,https://lawsocietynt.asn.au/index.php/nt-law-firms-by-area-of-law/,Law Society Northern Territory,No,Null
D1012,IP attorney or lawyer,https://www.artslaw.com.au/services/common-questions/,The Arts Law Centre of Australia's website,No,Null
D1012,IP attorney or lawyer,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney,patent attorney,No,Null
D1012,IP attorney or lawyer,http://www.artslaw.com.au/services/legal-query-form/,www.artslaw.com.au/services/legal-query-form/,No,Null
D1012,IP attorney or lawyer,http://www.copyright.org.au/legal-advice/,www.copyright.org.au/legal-advice/,No,Null
D1012,IP attorney or lawyer,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*gxlotz*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjczMzE0OC4yMS4xLjE3MzY3MzM4MzkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1012,IP attorney or lawyer,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,Get Professional Assistance With Your IP | IP Australia,No,Null
D1012,IP attorney or lawyer,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip/engaging-a-patent-attorney,Engaging A Patent Attorney | IP Australia,No,Null
D1012,IP attorney or lawyer,https://www.ipaustralia.gov.au/about-us/contact-us/speak-with-us-on-yarnline,Speak With Us On Yarnline | IP Australia,No,Null
D1012,IP attorney or lawyer,http://www.artslaw.com.au/,The Arts Law Centre of Australia,No,Null
D1012,IP attorney or lawyer,https://www.copyright.org.au/,Home - Australian Copyright Council,No,Null
D1012,IP attorney or lawyer,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1012,IP attorney or lawyer,https://www.artslaw.com.au/services/legal-query-form/,Arts Law Centre of Australia,No,Null
D1012,IP attorney or lawyer,https://www.copyright.org.au/legal-advice/,Australian Copyright Council,No,Null
E1005,Applying for IP,https://www.ipaustralia.gov.au/tools-and-research/business-resources/choosing-the-right-ip-tool,Choosing the right IP tool | IP Australia,No,Null
E1005,Applying for IP,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone is using my IP | IP Australia,No,Null
E1005,Applying for IP,"https://business.gov.au/news/your-top-ip-questions-answered#:~:text=It&apos;s%20important%20to%20protect%20your, using%20your%20ideas%20without%20permission",Why its important to register your IP | Business. Gov,No,Null
E1005,Applying for IP,https://www.ipaustralia.gov.au/understanding-ip/why-its-important-to-value-ip,Why should I value my IP assets | IP Australia,No,Null
E1008,Making money,https://www.ipaustralia.gov.au/tools-and-research/business-resources/choosing-the-right-ip-tool,Choosing the right IP tool | IP Australia,No,Null
E1008,Making money,https://www.ipaustralia.gov.au/manage-my-ip/how-to-commercialise-my-ip,How to commercialise my IP | IP Australia,No,Null
E1008,Making money,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone is using my IP | IP Australia,No,Null
D1024,Domain Name Dispute (UDRP),https://www.icann.org/resources/pages/help/dndr/udrp-en,Uniform Dispute Resolution Policy (UDRP),No,Null
D1024,Domain Name Dispute (UDRP),https://www.icann.org/resources/pages/providers-6d-2012-02-25-en,List of Approved Dispute Resolution Service Providers - ICANN,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/cctld,Domain Name Dispute Resolution Service for Country Code Top Level Domains (ccTLDs),No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/,Domain Name Disputes,No,Null
D1024,Domain Name Dispute (UDRP),https://www.icann.org/resources/pages/policy-2012-02-25-en,UDRP,No,Null
D1024,Domain Name Dispute (UDRP),https://www.icann.org/resources/pages/udrp-rules-2015-03-11-en,UDRP Rules,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/supplemental/eudrp/newrules.html,WIPO Supplemental Rules,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/docs/complaint-lock-eudrp.docx,Model Complaint,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/guide,provide guidance,No,Null
D1024,Domain Name Dispute (UDRP),https://www.ipaustralia.gov.au/international-ip/how-to-search-existing-ip-overseas,here,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/search/overview3.0/,WIPO Overview 3.0,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/search/overview3.0/#item411,section 4.11,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/expiry.html,Q&A: domain name expiration and the UDRP,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/guide/#What_is_a,WIPO Guide to the Uniform Domain Name Dispute Resolution Policy (UDRP),No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/fees/index.html,fee to lodge,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains,https://www.wipo.int/amc/en/domains,No,Null
D1024,Domain Name Dispute (UDRP),https://www.wipo.int/amc/en/domains/guide/,WIPO Guide to the Uniform Domain Name Dispute Resolution Policy (UDRP),No,Null
D1024,Domain Name Dispute (UDRP),https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1024,Domain Name Dispute (UDRP),https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1024,Domain Name Dispute (UDRP),https://www.artslaw.com.au/services/legal-query-form/,Arts Law Centre of Australia,No,Null
D1024,Domain Name Dispute (UDRP),https://www.copyright.org.au/legal-advice/,Australian Copyright Council,No,Null
C1012,Hiring a professional,https://www.ipaustralia.gov.au/plant-breeders-rights/role-of-a-qualified-person/qualified-persons-directory#qpds_e=0,Qualified Persons Directory,No,Null
C1012,Hiring a professional,https://www.ipaustralia.gov.au/plant-breeders-rights/role-of-a-qualified-person/qualified-persons-directory,Qualified Persons Directory,No,Null
C1012,Hiring a professional,https://www.ipaustralia.gov.au/plant-breeders-rights/role-of-a-qualified-person/how-to-become-a-qualified-person,How to become a Qualified Person,No,Null
C1012,Hiring a professional,https://www.ipaustralia.gov.au/about-us/public-consultations/intellectual-property-policy/policy-register/section-8-of-the-pbr-act-approved-persons,Section 8 of the PBR Act - approved persons | IP Australia,No,Null
C1012,Hiring a professional,https://www.ipaustralia.gov.au/about-us/public-consultations/intellectual-property-policy/policy-register/accreditation-and-revocation-of-qualified-persons-approved-persons-under-the-pbr-act,Accreditation and revocation of qualified persons/approved persons | IP Australia,No,Null
C1012,Hiring a professional,https://www.ipaustralia.gov.au/plant-breeders-rights/role-of-a-qualified-person,Role of a Qualified Person | IP Australia,No,Null
101-8,Infringement 101,https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks/kinds-of-trade-marks,Kinds of Trade Marks,No,Null
101-8,Infringement 101,https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks/what-are-classes-of-goods-and-services,Classes of Goods and Services,No,Null
E1010,IP disputes ,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone Is Using My IP | IP Australia,No,Null
E1010,IP disputes ,"https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action#:~:text=Check%20if%20the%20IP%20has, to%20challenge%20their%20IP%20right.",What To Consider Before Taking Legal Action | IP Australia,No,Null
E1010,IP disputes ,https://www.ipaustralia.gov.au/news-and-community/webinars/updated-advanced-trade-marks-enforcement,Advanced Trade Marks: Enforcement | IP Australia,No,Null
E1010,IP disputes ,https://www.ipaustralia.gov.au/tools-and-research/business-resources,Business Resources | IP Australia,No,Null
E1010,IP disputes ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
E1021,Global IP,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone is using my IP | IP Australia,No,Null
E1021,Global IP,"https://www.ipaustralia.gov.au/international-ip/how-to-apply-for-ip-overseas#:~:text=There%20are%20two%20ways%20to, as%20entering%20the%20national%20phase.",How to apply for IP overseas | IP Australia,No,Null
E1021,Global IP,https://www.ipaustralia.gov.au/international-ip/update-and-renew-overseas-ip/prevent-international-infringement,Prevent international infringement | IP Australia,No,Null
E1021,Global IP,https://www.wipo.int/about-wipo/en/,Inside WIPO,No,Null
E1021,Global IP,https://www.wipo.int/en/web/pct-system,PCT - The International Patent System,No,Null
E1021,Global IP,https://www.wipo.int/en/web/madrid-system,WIPO Madrid System - International Trademark Protection,No,Null
E1021,Global IP,https://www.wipo.int/en/web/hague-system,Hague System - The International Design System,No,Null
D1040,Support from your vendors,https://ipfirstresponse.ipaustralia.gov.au/options/stop-infringement-facilitated-online,Stop infringement facilitated online | IP Australia First Response,Yes,Null
D1040,Support from your vendors,https://ipfirstresponse.ipaustralia.gov.au/options/respond-unjustified-threat,unjustified threats,Yes,Null
D1040,Support from your vendors,https://ipfirstresponse.ipaustralia.gov.au/options/help-customers-differentiate-between-your-products-and-lookalikes,Help customers differentiate between your products and lookalikes | IP Australia First Response,Yes,Null
D1040,Support from your vendors,https://www.ipaustralia.gov.au/manage-my-ip/how-to-prevent-infringement-of-my-ip,How to prevent infringement of my IP | IP Australia,No,Null
D1040,Support from your vendors,https://www.productsafety.gov.au/business/recall-an-unsafe-product,Recall an unsafe product | ACCC Product Safety,No,Null
C1011,Patent search,https://worldwide.espacenet.com/,Espacenet - patent search,No,Null
C1011,Patent search,https://ipsearch.ipaustralia.gov.au/patents/,AusPat,No,Null
C1011,Patent search,https://www.lens.org/,The Lens,No,Null
C1011,Patent search,https://www.ipaustralia.gov.au/patents/search-existing-patents,How to search existing patents | IP Australia,No,Null
C1011,Patent search,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney,How to engage an IP attorney |Trans-Tasman IP Attorneys Regulation,No,Null
D1018,Court - Patent,https://ipfirstresponse.ipaustralia.gov.au/options/Interim_Injunction,Seek an urgent injunction,Yes,Null
D1018,Court - Patent,"https://www.twobirds.com/-/media/new-website-content/microsites/patent-hub/country-comparison-tool/australia---q,-a-, a.pdf",between $100-500k,No,Null
D1018,Court - Patent,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/escalate-to-court,Escalate To Court | IP Australia,No,Null
D1018,Court - Patent,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,Rights of appeal from decisions of the Registrar | IPA Manuals,No,Null
D1018,Court - Patent,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1018,Court - Patent,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1018,Court - Patent,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1018,Court - Patent,https://www.fedcourt.gov.au/about/corporate-information/annual-reports/2022-23,Annual Report 2022-2023,No,Null
D1018,Court - Patent,https://www.fedcourt.gov.au/about/corporate-information/annual-reports/annual-report-2023-2024,Annual Report 2023-2024,No,Null
101-1,Infringement 101,https://search.ipaustralia.gov.au/trademarks/search/quick,Australian Trade Mark Search,No,Null
101-1,Infringement 101,https://search.ipaustralia.gov.au/designs/search/quick,Australian Design Search,No,Null
101-1,Infringement 101,https://ipsearch.ipaustralia.gov.au/pbr/,"the Australian PBR Search,",No,Null
101-1,Infringement 101,https://ipsearch.ipaustralia.gov.au/patents/,the Australian Patent Search,No,Null
B1009,Patent Re-Examination ,https://www.ipaustralia.gov.au/tools-and-research/forms/request-a-re-examination-of-a-patent,Request A Re-examination Of A Patent | IP Australia,No,Null
B1009,Patent Re-Examination ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
B1009,Patent Re-Examination ,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
E1000,Learn about IP,https://www.ipaustralia.gov.au/,IP Australia | Protect The Value Of Your Ideas,No,Null
D1018,Court - Patent,https://ipfirstresponse.ipaustralia.gov.au/options/Interim_Injunction,Seek an urgent injunction,Yes,Null
D1018,Court - Patent,"https://www.twobirds.com/-/media/new-website-content/microsites/patent-hub/country-comparison-tool/australia---q,-a-, a.pdf",between $100-500k,No,Null
D1018,Court - Patent,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/escalate-to-court,Escalate To Court | IP Australia,No,Null
D1018,Court - Patent,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,Rights of appeal from decisions of the Registrar | IPA Manuals,No,Null
D1018,Court - Patent,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1018,Court - Patent,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1018,Court - Patent,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1018,Court - Patent,https://www.fedcourt.gov.au/about/corporate-information/annual-reports/2022-23,Annual Report 2022-2023,No,Null
D1018,Court - Patent,https://www.fedcourt.gov.au/about/corporate-information/annual-reports/annual-report-2023-2024,Annual Report 2023-2024,No,Null
D1017,Patent opposition,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/evidence-in-oppositions-and-pbr-objections,Evidence In Oppositions And PBR Objections | IP Australia,No,Null
D1017,Patent opposition,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1017,Patent opposition,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
C1007,IP Licensing,https://ipfirstresponse.ipaustralia.gov.au/options/obtain-legal-advice-enforcement-options,Obtain legal advice on enforcement options | IP Australia First Response,Yes,Null
C1007,IP Licensing,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,Get professional assistance with your IP | IP Australia,No,Null
C1007,IP Licensing,https://www.ipaustralia.gov.au/manage-my-ip/how-to-commercialise-my-ip/how-to-licence-my-ip,How to licence my IP | IP Australia,No,Null
C1007,IP Licensing,https://www.wipo.int/en/web/business/assignment-licensing,IP Assignment and Licensing,No,Null
C1007,IP Licensing,https://www.ipaustralia.gov.au/manage-my-ip/how-to-commercialise-my-ip/commercialisation-and-collaboration,Commercialisation and collaboration |IP Australia,No,Null
C1007,IP Licensing,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
E1014,Getting legal help ,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone Is Using My IP | IP Australia,No,Null
E1014,Getting legal help ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
E1014,Getting legal help ,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action,What To Consider Before Taking Legal Action | IP Australia,No,Null
E1014,Getting legal help ,https://www.ipaustralia.gov.au/news-and-community/webinars/updated-advanced-trade-marks-enforcement,Advanced Trade Marks: Enforcement | IP Australia,No,Null
D1001,Rebrand your business  ,https://www.ipaustralia.gov.au/trade-marks/search-existing-trade-marks/tm-checker,TM Checker: Free trade mark availability check | IP Australia,No,Null
D1001,Rebrand your business  ,https://www.ipaustralia.gov.au/trade-marks/how-to-apply-for-a-trade-mark/pre-application-service-tm-headstart,Pre-Application Service (TM Headstart) | IP Australia,No,Null
D1001,Rebrand your business  ,https://search.ipaustralia.gov.au/trademarks/search/quick?_gl=1*15n3dc*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjMwNzQ0NC42LjEuMTczNjMwOTQwOC4wLjAuMA..,IP Australia | Trade Mark Search,No,Null
D1001,Rebrand your business  ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1001,Rebrand your business  ,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
B1009,Patent Re-Examination ,https://www.ipaustralia.gov.au/tools-and-research/forms/request-a-re-examination-of-a-patent,Request A Re-examination Of A Patent | IP Australia,No,Null
B1009,Patent Re-Examination ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
